,review_text,majority_vote
1594,Good app,HAPPINESS
1595,memudahkan pengobatan bagi yg tidak bisa mndatangi dokter,HAPPINESS
1596,Andalan setiap ibu,HAPPINESS
1597,"Respon nya baik ,ku coba yang disarankan semoga jerawatku membaik",HAPPINESS
1598,Di perbaiki saya susah cari dokter atas nama nya,SADNESS
1599,"Sangat bermanfaat, pilihan dokternya banyak dengan waktu yang berbeda-beda. Metode pembayaran sangat gampang.",HAPPINESS
1600,Dokternya terlalu lama bls chat durasi konsultasi hannya 30mnt dan dokternya bls 10mnt jdi gak bisa nyampaikan keluhan secara detail saya menggunakan apkk ini untuk mempermudah konsultasi malah jdi tidak dpt apa apa untuk apkk nya bagus gak ada gangguan sistem sama sekali,SADNESS
1601,Terimakasih untuk sarannya,HAPPINESS
1602,"Apk pepek, udah 2x mesen obat gagal mulu, mna lgi sakit, sehat² dh lu weno Tri laksono. Dana gua balikin su",SADNESS
1603,"Sangat buruk, saya sdh konsul online tdk dapat resep online Harus mengajukan lagi, pas obat sdh saya bayar.. Keterangan barang diantar besok padahal keterangan barang bisa diantar 1 jam dari pemesanan",ANGER
1604,"Ga ribet,konsul ,dan obat langsung terkirim,sangat memudahkan",HAPPINESS
1605,"Dari bintan 5 saya turunin jadi bintang satu, saya kecewa banyak dokter yang kerja nya seperti tidak tanggung jawab, konsultasi kaya kirim pesan sama musuh lama, ketus, balas nya lama dan sering yang di minta pasien tidak di beri, harus dua kali melakukan konsultasi, seperti yang nyari duit aja. Kalo dari pihak holodoc tidak merespon dan melakukan perbaikan, saya rasa akan menurun reputasi aplkasi ini.",SADNESS
1606,Bayar untuk janji dengan dokter lewat dana malah ke bayar merchant status nya dan proses pembayaran di anggap gagal. Sepeti tertipu,SADNESS
1607,Sangat membantu sekali ketika mager buat konsultasi tatap muka,HAPPINESS
1608,Sangat membantu ketika sedang butuh konsultasi urgent. Thanks.,HAPPINESS
1609,Bagus dan sangat membantu,HAPPINESS
1610,Banyak promo tapi semua tidak bisa di pakai.....percuma di pajang,SADNESS
1611,Penjelasannya jelas sekali trimkaaih,HAPPINESS
1612,"Aplikasi ini tidak membantu saya sudah konsultasi dokternya slow respon shngga tidak memberikan solusi karna keterbatasan waktu, mohon dipertimbangkan lagi",SADNESS
1613,"Pengiriman cepat, pemesanan juga mudah.",HAPPINESS
1614,memudahkan,HAPPINESS
1615,Tolong dong daftar list obat ditambah atau diperbaharui. Buang waktu dan buang uang aja udh konsul online obat yang dicari ga ada. Percuma. Lebih efektif berobat langsung ke dokter aja gitu caranya sih,SADNESS
1616,Nyaman dan cepat buat konsultasi gak perlu ribet antri ke dokter,HAPPINESS
1617,"Sangat terbantu dengan aplikasi ini, dokternya ramah dan obat yg diresepkan paten",HAPPINESS
1618,"Senang banget rasanya dengan adanya aplikasi ini, bisa konsultasi dengan Dokter spesialis ....yang sulit untuk daerah pelosok begini... mantappppp",HAPPINESS
1619,"Mantap sering2 kasih promo, biar sehat nya ga mahal hehe",HAPPINESS
1620,aplikasi yg mudah digunakan,HAPPINESS
1621,pengiriman cepet obatnya lengkap,HAPPINESS
1622,"Susah banget ngomong sama CS manusia, robot terus yg jawab dan jawabannya ngawurr",ANGER
1623,"Sayang satu Resep harus terbagi bisa 3 apotik dan 3 pengiriman, harga jadi mahal, lain waktu dijadikan satu",SADNESS
1624,memudahkan berobat tanpa harus keluar rumah,HAPPINESS
1625,Sangat sulit mencari dokter yang komunikatif (respon dokternya sangat lama) :). Setidaknya ada review agar dapat mempermudah mencari dokter.,SADNESS
1626,Tanggapan cepat,HAPPINESS
1627,penanganan cepat,HAPPINESS
1628,kerjasama sama vendor pengirimannya dievaluasi lagi jam buka dan tutupnya biar sama enaklah klu udh bener nanti retingnya saya ganti bintang 5 lagi masa driver onlinenya marah-marah sama pelangganmu padahal kamu nya yang perjanjian oprasionalnya gimana?,ANGER
1629,Bagus cuman dok rada slow respon,SADNESS
1630,"Aplikasi susah di klik, bener bener susah banget mau login aja susah etdah apk nyusahin",SADNESS
1631,"sangat membantu sekali, disaat kondisi darurat butuh konsultasi namun sudah dini hari dan masih bisa dipantau dari rumah.. terimakasih Halodoc",HAPPINESS
1632,"Respone dokter sangat cepat dan ramah, pengantaran obat juga cepat, terimakasih Halodoc",HAPPINESS
1633,Berguna,HAPPINESS
1634,Lemot. Padahal kuota full dan hp gak penuh aplikasi. Harus nunggu lama banget.,SADNESS
1635,lebih praktis,HAPPINESS
1636,"Waktu 30 menit untuk konsul, ehh dokternya malah ngaret waktu, pasien udah stand by buat jawabin pertanyaan dokter dan mengeluarkan keluh kesah yang dirasa, respon dokternya malah lama, kan lumayan waktu yang kebuang ada kali 10 menit. Kurang worth it.",SADNESS
1637,bisa konsultasi d mn saja,HAPPINESS
1638,Aplikasi stuck tidak bisa beroperasi berulang kali keluar masuk keluar masuk terus tolong dibantu masalah ini,SADNESS
1639,"Halodoc, benar benar membatu dalam konsultasi",HAPPINESS
1640,"Emng tolol ga mikir apa cuman tanya doang bayar nya mahal bgt, cuman di Indonesia yg begini kesehatan aja berbayar, fasilitas di Indonesia 0 besar apa apa berbayar, bayangkan cuman tanya doang belum berobat nya loh ga punya hati apa sama aja Alodok atau apk apapun berbayar padahal cuman niat nanyak doang ( saya gak sakit cuman mencurahkan salah satu kelur kesah tinggal di indo yg minim)",ANGER
1641,Parah masa mau cek lab aja bermasalah gara2 aplikasinya ga bisa baca data eror suruh nunggu 24 jam mas aga bisa dibantu by manual verifikasi. Ini sampe lebaran kuda juga ga akan bisa,ANGER
1642,Praktis tdk perlu antri ke praktek dokter,HAPPINESS
1643,"Tiba2 ada bacaan pasien konsul berbeda dengan profil yg di pilih, jadi berbayar semua, chat ke admin slowrespon banget 👎 payah",ANGER
1644,"penjelasab mudah d mengerti, dokter ramah",HAPPINESS
1645,"Pesan obat instan,tapi obatnya datang entah kapan.. 🤕",SADNESS
1646,Waktu minimal 1 jam laa,SADNESS
1647,Terimakasih dokter ryski semoga konsul pertamaku ini menjadi awal yg baik utk kesehatan kulit wajahku 🙏,HAPPINESS
1648,Kenapa sih kalau mau chat dokter di apl halodoc kok ada biaya 1x chat dokter,SADNESS
1649,"Kalo tdk jd konsultasi,di kenakan cas biaya dokter.",SADNESS
1650,keren cepat dan tanggap,HAPPINESS
1651,Bgus dan puas konsul dgn dokter nya,HAPPINESS
1652,Kenapa sih biaya langganan berubah makin mahal aja,SADNESS
1653,"Pesan obat gk bisa instan,reguler malah lambat,udh nunggu lama malah di cancel sepihak,kurir klo gk tau alamat Kana ada nomer tlp tercantum dan di note jg ada tambah no.tlp jg",SADNESS
1654,Membantu sekali👍👍👍👍👍,HAPPINESS
1655,Sangat responsif dan membantu,HAPPINESS
1656,Respon dokter cepan dan memuaskan,HAPPINESS
1657,Membantu saat tidak bisa ke rumah sakit,HAPPINESS
1658,Kerenn bngt dahhh....,HAPPINESS
1659,mudah dan simple,HAPPINESS
1660,bagus,HAPPINESS
1661,Bermanfaat sekali aplikasinya untuk belanja obat tanpa ribet,HAPPINESS
1662,Disitu dibilang bahwa uang saya akan dikembalikan jika dokternya membatalkan pertemuan. Namun uang saya belum kembali sampai sekarang. Ini gimana sih aplikasi nya buruk sekali saya lihat bahkan uang saya tidak dikembalikan.,ANGER
1663,Sangat membantu utk yg mau konsultasi dokter tanpa antri 🥰,HAPPINESS
1664,"Lemot , pengiriman lama mahal",SADNESS
1665,lumayan,HAPPINESS
1666,penanganan nya sgt profesional,HAPPINESS
1667,Kami di merauke kalau beli obat antibiotik pake resep digital tidak dikasi obat. Mohon solusinya.,SADNESS
1668,Suka sama halodoc.. harga chat dokter terjangkau.. tapi bisa bantu banget disaat urgent,HAPPINESS
1669,TOP,HAPPINESS
1670,Memudahkan yg sulit hehe,HAPPINESS
1671,Terimakasih halodoc karena konsultasi dokter menjadi semudah itu!!,HAPPINESS
1672,"saat menunggu waktu konsultasi ditulis akan dapat notif jika dichat dokter dalam beberapa menit saya tunggu2 tidak ada notif sama sekali kalau mau kembali ke beranda harus klik cancel dulu, waktu saya cancel karna sudah nunggu terlalu lama, ternyata dokternya sudah ngechat dari awal tapi layar tidak berganti dari timer menunggu, dan tidak ada notif sama sekali sesi konsul saya jadi tersisa hanya 4 menit berakhir sia sia dokternya sangat oke responnya 10/10 aplikasinya 2/10",SADNESS
1673,Ok sangat membantu saat liburan masih bisa konsultasi. Cepat responsif dan banyak dokternya,HAPPINESS
1674,"Akhirnya bisa Konsul di halodoc, suka bangwtt",HAPPINESS
1675,okeeh,HAPPINESS
1676,👍🏻 #Temanhidupsehat,HAPPINESS
1677,Sering error. Di keranjang check out ada 2 item pas udah bayar malah jadi satu item.,SADNESS
1678,Sangat membantu dan cepat saat konsul dengan dokter,HAPPINESS
1679,Sangan membantu untuk berobat tanpa jauh jauh ke runah aakit,HAPPINESS
1680,"aplikasinya sangat membantu untuk konsultasi secara daring, dan juga banyak voucher untuk medapatkan konsultasi gratis dengan dokter di bidang ahlinya",HAPPINESS
1681,Good enough,HAPPINESS
1682,Cepat untuk konsulnya dan kirimanan obatnya,HAPPINESS
1683,Konsultasi dengan dokter bisa lebih mudah kapan saja lewat online,HAPPINESS
1684,"tadinya kasih bintang 5 tapi saya kasih bintang 1, kirain bisa membantu, obat ga dikirim sesuai estimasi malah suruh konfirmasi email dll, saya lagi sakit suruh ini itu ribet banget pelayanan ga satu pintu",SADNESS
1685,Terimakasih para dokter,HAPPINESS
1686,mempermudah untuk kaum2 mageran keluar rumah untuk konsultasi tentang penyakitnya hihihi,HAPPINESS
1687,"Cepat mandapatkan obat yang cocok, dan dapat konsultasi sebelum membeli obat",HAPPINESS
1688,sanggat membantu,HAPPINESS
1689,Cepat dan respon dokternya bagus,HAPPINESS
1690,penanganan komplain sangat tidak memuaskan.,SADNESS
1691,Saya sangat kecewa sama aplikasi halodoc karena tidak ada fitur pembayaran COD padahal saya sudah sangat senang menemukan produk yang ori untuk update selanjutnya tolong ada fitur COD trimakasih 🙏🙏,SADNESS
1692,"Obat tdk lengkap, hrs pastikan dl pemilihan toko obatnya. Apakah sanggup memenuhi item sesuai dgn resep dokter. Khusus pd saat search toko obat, sebaiknya pihak halodoc memastikan kesanggupan toko tsb. (Jgn obat tdk lengkap dgn item lebih dr satu tetap di share ke konsumen",SADNESS
1693,Sangat mengecewakan.. sudah bayar tapi tidak bisa bicara dengan dokter yg bersangkutan.. uang tdk direfund..,SADNESS
1694,Bagus dan cepat,HAPPINESS
1695,Sangat membantu menggunakan Halodoc. Terima kasih banyak.,HAPPINESS
1696,Saat membantu di saat dibutuhkan,HAPPINESS
1697,cepat dan tepat.,HAPPINESS
1698,proses Cepet kurir luar biasa tepat waktu Trimakasih,HAPPINESS
1699,"Bagus, kalo tengah malem butuh obat solusinya halodoc.",HAPPINESS
1700,Sangat membantu di kala urgent & ditengah malam Sukses selalu halodoc,HAPPINESS
1701,"Pengalaman pertama menggunakan aplikasi ini,pesan obat dari seminggu yang lalu belum juga sampai pesanannya.Padahal obatnya benar2 diperlukan secepatnya, apakah memang pelayanannya seperti ini. Terus terang mendingan ongkir mahal tapi barang cepat nyampe, daripada molor terus nggak jelas kapan nyampenya. Dari perkiraan tiba tgl 3 disuruh nunggu lagi sampai tgl 20 Payah banget",SADNESS
1702,Pelayanan sangat baik,HAPPINESS
1703,Cukup membantu untuk kegawatdaruratan,HAPPINESS
1704,Membantu sebagai langkah awal saat memang tidak bisa ke RS atau klinik,HAPPINESS
1705,Sangat bermanfaat & membantu masyarakat,HAPPINESS
1706,"tidak bikin repot,",HAPPINESS
1707,"Aplikasi Ribet, mau klaim asuransi di persulit",ANGER
1708,Mudsh konsultasi cepat dapat resep semoga sembuh,HAPPINESS
1709,"Terima kasih untuk jasa aplikasi nya. saya terdapat satu saran enhancement untuk aplikasi ini yaitu tolong bedakan antara title dokter biasa dengan dokter yg bergelar doktor, karena dokter biasanya dengan title nya ""dr."" sedangkan doktor adalah ""Dr.""",HAPPINESS
1710,Ku kira geratis ternyata berbayar sungguh mengecewakan,SADNESS
1711,Kenapa saat saya connect dgn Gopay selalu gagal? Pdhl pin gopay sudah benar.,SADNESS
1712,Sangat membantu konsul dengan dokter spesialis tanpa harus membayar mahal.,HAPPINESS
1713,"sangat terbantuu ..cepat dan ga ribet.. tapi mudahan ada pembayaran via COD ...kalo"" uang digital atau virtual tidak cukup🙏🏻🙏🏻🫢",HAPPINESS
1714,Dokter dan jaringannya cepet sekali. Responnya bagus. Tks,HAPPINESS
1715,Dokternya baik penjelasan nya dan sabar juga. Good👍,HAPPINESS
1716,"Gajelas banget , dikirimnya ke titik A malah drivernya mapnya kirim ke titik Z , seharusnya tinggal nunggu dirumah aja malah harus ribet",SADNESS
1717,"Saya pesan obat di hampir jam 8 pagi, dan keterangan di aplikasi akan sampai pukul 8.53, ternyata sekarang jam 9.02 obat belum saja diterima dan keterangan di aplikasi 18 menit lagi sampai. kecewaaaa",SADNESS
1718,Sangat membantu sekali dengan adanya Konsultasi dokter secara online,HAPPINESS
1719,"Saya udah bayar giliran mau ngechat dokternya malah sibuk dan suruh chat dokter lain,tapi uangnya gak balik,kecewa bgt",SADNESS
1720,Docter baik banget,HAPPINESS
1721,sangat membantu tanpa hrs keluar rumah,HAPPINESS
1722,Good jobb,HAPPINESS
1723,Terimakasih sangat membantu 👍🙏,HAPPINESS
1724,"sangat membantu sekali, mudah dipahami. pembelian obatnya pun langsung terkoneksi ke apotik terdekat dengan rumah, jadi sangat membantu saat kita tidak bisa keluar rumah untuk beli obat",HAPPINESS
1725,"Kesel ,bayar sudah chat sama dokter,posisi dokter online,, dah gitu dokter sibuk danbkeerangan nya saldo akan balik 4-5 hari gila ini aplikasi ,,gua mau konsul sekarang malah suruh nunggu 4-5",ANGER
1726,Bad bangettt. Tau tau kurirnya batalin seenak jidat padahal titik udah benar. Gajeeeeee,ANGER
1727,sangat membantu baik dri dokter maupun appnya 👍,HAPPINESS
1728,Agak kecewa tidak ada pembayaran lewat OVO :((,SADNESS
1729,"Aplikasi percuma, sudah bayar untuk konsultasi, tetapi dikasih saran suruh periksa offline, trus apa gunanya konsultasi berbayar disini? buang buang duit aja, gada solusi. niat konsul online biar praktis, malah gini. cukup sekali aja deh, ga lagi lagi.",ANGER
1730,aplikasi yg apik,HAPPINESS
1731,"Sampai pukul 04.41 obat saya tidak kunjung datang. Padahal harusnya tiba pukul 01.23 Yg dikirim berurusan dengan kesehatan dan nyawa, tidak ada respon nyata dari halodoc , udh buat laporan ke email, virtual assistan sama aja. Payah. Udh bayar lagi, ga seberapa uang nya cuman mungkin bisa ya tetap di jaga tanggung jawab dan etika kerjanya.",ANGER
1732,Dokternya penyampainya jelas dan ramah,HAPPINESS
1733,Respon cepat dan detail,HAPPINESS
1734,membantu sekali disaat darurat,HAPPINESS
1735,Dokternya ramah,HAPPINESS
1736,mudah,HAPPINESS
1737,Dokternya ramah fast respon,HAPPINESS
1738,mantap dokternya ramah²,HAPPINESS
1739,"Seneng banget sangat membantu, sayang gagal magang di Halodoc 😭",SADNESS
1740,Tambahkan fitur cod dong Susah sekali mau beli obat,SADNESS
1741,"Sebelumnya konsul dan obat perihal jerawat oke ,tp utk fu dan buat janji utk konsul ke-2 utk dokter yg sama sulit sampe akhirnya wajah saya breakout lg dan konsul ulang dan obatnya beda lg pdhal saya udah jelasin obat yg lama , dan pd saat konsul respon lama dan waktu dibatasi , tiba2 konsul terputus yg pdhal dokter menanyakan apa ada pertanyaan lg , sehingga konsul blm tuntas mslh jerawatnya jd lbh buruk krn tiap konsul diberi obat yg beda trs sampe salep jerawat macem2 saya punya di rmh",SADNESS
1742,Aplikasinya bagus cara pembayarannya juga gampang banyak pilihannya kalau gak punya mbanking bisa pake ewallet aja ya. Semoga kedepannya makin bagus,HAPPINESS
1743,waktu konsultasi cuman sebntar dan dr nya slow respon jdi tidak semlat bertanya lebih banyak,SADNESS
1744,ok,HAPPINESS
1745,Tidak bisa menyambungkan ke ewallet,SADNESS
1746,Bagus aplikasi nya,HAPPINESS
1747,"Sangat membantu sekali ada pelayanan halodoc, GK perlu keluar rumah",HAPPINESS
1748,"Respon cepat, dan dokternya baik melayani nya",HAPPINESS
1749,Lumayan membantu ketika benar benar butuh obat tapi tidak bisa keluar rumah,HAPPINESS
1750,Sekarang susah log in,SADNESS
1751,terimakasih dok,HAPPINESS
1752,Bu dokter baik ramah detail sekali penjelasannya🥰,HAPPINESS
1753,"Dokternya ramah, komprehensif dan memberi solusi, good app",HAPPINESS
1754,"Parahh bgt orng lagii sakitt udh bayart doktr nya malah lagi ga aktiff truss pilih doktr lainn bayart lagii,, klo lagi ga aktif lagi gmnn tolongg donggg pemerasan ini namanya ,, setidakk nyaa klo lagi tidak bertugas jangan di munculkan bego",ANGER
1755,Sangat berguna,HAPPINESS
1756,Penjelasan yang detil,HAPPINESS
1757,"Mohon dong pihak halodoc untuk pemesanan obat instan saya, atas nama milly dikirim sesuai waktu yg di perkirakan, KALO GA BISA YAA KEMBALIIN UANG SAYA!!! JGN ASAL HUBUNGI CS LO PIKIR TUH UANG DAUN PELAYANAN BURUK!",ANGER
1758,Alhamdulillah adanya Halodoc saya bisa beli obat pada saat larut malam tanpa harus keluar,HAPPINESS
1759,bisa konsul keren dokternya baik²,HAPPINESS
1760,"Malem2 belanja, responnya cepat dan baik, barang tetep dianter. Hallodoc memang OK 👍👍👍",HAPPINESS
1761,"baru order eh doc nya sibuk trs uang ga direffund lagi wkwk malah hangus tu uang ,bukannya direff malah ilang padahal belum chat sama sekali sama dokternya. kocak bener nih aplikasi ga berguna",ANGER
1762,"best banget di apk, dan dr yg fast respon",HAPPINESS
1763,"Awal makai halodoc sih bagus, janji konsul di jam 4 sore dan btul2 di jam itu jg konsulnya. Tapi pas konsul kedua, saya pesannya di jam 4, kok dimajuin jadi jam 3 ya? Bangun2 udah selesai transaksi aja. Uang 40 ribu itu emg ga banyak, tp bagi saya rugi kalau tidak ada hasil yg didapatkan tiba-tiba selesai. Di riwayat chat dokter yg tdk saya balas tertulisnya jam 4, di tempat saya baru jam 3. Ini gimana ya? Tolong bantuannya dong, saya gak mau uang saya hilang gitu aja",SADNESS
1764,nice apps,HAPPINESS
1765,"Saya sedabg sakit tapi sulit untuk cuti jadi inisiatif periksa online, awalnya di aplikasi ini beberpa dokter sibuk, baru beberapa saat ketemu dokter yang bisa konsultasi. Syafakillah",SADNESS
1766,"Uang saya kepotong pas bayar tpi malah dpt notif dokter sedang sibuk, tolong kembalikan uang saya",SADNESS
1767,"terima kasih halodoc,saya telah mempercayai aplikasi halodoc",HAPPINESS
1768,konsultasi sama dokter nya bagus.. ramah. .. tp pengiriman sangat jelek... pilih yg instan hemat estimasi 3 jam... udah lewat 5 jam ga ada kabar... pengiriman pakai medex sangat kecewa.. tolong di benahin lagi masalah pengiriman nya,SADNESS
1769,benar benar memudahkan,HAPPINESS
1770,"Dokternya ramah,dan rekomend",HAPPINESS
1771,"responsif, dan sangat jelas penjelasanya",HAPPINESS
1772,Bagus nih,HAPPINESS
1773,tanggapan cepat,HAPPINESS
1774,"Konsul praktis, tdk ribet, terpercaya.",HAPPINESS
1775,nantap jaya,HAPPINESS
1776,Cepat dan tidak ribet,HAPPINESS
1777,"penjelasan nya sangat baik,",HAPPINESS
1778,Membantu bangeeeeet,HAPPINESS
1779,aplikasi musah digunakan banyak promo dan dokternya ramah2,HAPPINESS
1780,"dosa yah kalian makan uang harammmmm nyesaalll membayar mau konsultasi online ,, td sya blm sempat cht dokternya tau2nya udah selesai aja jadwal konsultasinya kecewa bangettt blm smpt bertanya dan dapat solusi uang juga lenyap bgtu sajaaaa kecewaaa, setidaknya uang saya dikembalikan dong , sya blum smpt pke jasa nya 👎🏻",ANGER
1781,Rekomendasi banget❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥,HAPPINESS
1782,"terima kasih halodoc, sdh sangat membantu saat diperlukan, jarak jauh tetep bisa kasih perhatian ke anak walopun tinggal di ponpes",HAPPINESS
1783,cukup puas,HAPPINESS
1784,"Aplikasi cacad, mau lihat lg hasil resep obat krn mau nebus obat mandiri, muter2 nyari ga ktemu pencet riwayat transaksi ga ada hasil apa2, trpaksa harus nebak2 resep dan inget2 percakapan, tombol bantuan pun ga ada guna, malah konsultasi ada batas waktu pula cacad bener",ANGER
1785,Saya senang dengan pemberitahuan infonya...jd saya paham,HAPPINESS
1786,Sumpah uang saya ilang 50rbu...dsruh nunggu ampe 2mnt udah jalan 3mnt ga ada dktr mnjawab pas say blik ke apk tau2 ilang aja... Mesti bayar lg... SUNGGUH SANGAT MENGECEWAKAN...,ANGER
1787,"Tolong perbaiki, masa untuk beli obat 2 jenis aja hrus dr apotik yg berbeda, jdi hrus 2x ongkir? Gak make sense kali, harusnya user bisa buka apotek terdekat dan pilih obat d etalase jd gk perlu 2x ongkir boros 50ribu untuk ongkir aja, kesel sndiri trlalu lucu aplikasinya. Sy mau beli Promavit dan Cal 95 untuk bumil, gak mungkin disebuah apotek hanya ada salah satu obat hrus pake 2 pengiriman dr apotek yg berbeda, sorry uninstal ya 👋",ANGER
1788,Konsultasi lebih mudah,HAPPINESS
1789,Sangat membqntu dalam konsultasi dgn dokter,HAPPINESS
1790,Dilayani dengan baik dan cepat oleh dokter halodok. Direkomendasikan pula obatnya. Semoga pelayanannya dipertahankan dan semakin lebih baik lagi.,HAPPINESS
1791,Setiap mau bayar gagal terus. Sebel bgt pdhl mau konsul darurat Tolong diperbaiki lagi dong aplikasinya.. kalo bisa pakai metode bayar va,SADNESS
1792,"jangan download aplikasi ini. ngaco bgt, mau konsul udh tahap pembayaran trnyata dokternya sibuk, di chat ga bisa. TAPI SALDO UDAH KEPOTONG. apa2an si kaya gitu aplikasi gak guna. smoga bangkrut!!",ANGER
1793,"Sejak hamil, aku selalu rutin cek aplikasi halodoc, karna disitu ada kalender kehamilan. Seneng bgt, bisa tau banyak info dari sini dan barusan nyobain konsul dg dokter spesialis obgyn, alhamdulullah perasaan jadi lega dan worth it banget sii. Thanks Halodoc!",HAPPINESS
1794,"Mudan, capat dan praktis",HAPPINESS
1795,"Bagus, tapi obatnya mahal-mahal ya",SADNESS
1796,kecewa bgt sama halodoc. beli obat urgent malah dibatalkan mana dana nya gak kembali.parah,SADNESS
1797,Rekomendasi banget,HAPPINESS
1798,Mantap,HAPPINESS
1799,"Harusnya bintang 0 aja ga sih, udah bayar mahal dokter ga ada responnya, buang2 duit Tolong pengembalian dana nya",SADNESS
1800,"Sebagai karyawan astra daihatsu motor, saya merasa sekarang ribet",SADNESS
1801,memudahkan pasien untuk berobat,HAPPINESS
1802,konsultasi mudah dan pelayanan profesional,HAPPINESS
1803,"parah bgt, masa baru bayar belum 1 menit selesai transaksi tiba-tiba keterangannya selesai dan dokter sedang sibuk. PADAHAL BELUM KONSUL SAMA SEKALI",ANGER
1804,halo doc terbaik,HAPPINESS
1805,aplikasi ini aksesnya bagus dan saya terlayani dengan baik,HAPPINESS
1806,"Ribet sering keluar aplikasi, chatnya lama pesanan lama, csnya robot ga bisa jawab pertanyaan",ANGER
1807,"Untuk konsultasi dokter lebih mudah, dan pembelian obat juga lebih praktis",HAPPINESS
1808,it's awesome!,HAPPINESS
1809,Aplikasi nya sangat bermanfaat. Fitur2 nya sangat lengkap. Dan sangat membantu bagi yang mlas antri dan konsultasi offline,HAPPINESS
1810,Sangat membantu...,HAPPINESS
1811,Terbantu sekali,HAPPINESS
1812,"Aplikasi ni sangat membantu skali,terimakasih Halodoc",HAPPINESS
1813,Bagus dehh sangat membantu,HAPPINESS
1814,"Aplikasi kurang canggih, setting alamat susah",SADNESS
1815,Bersyukur ada app ini🥹. Hari ni baru instal dan langsung konsul terkait kondisi Bapak. Alhamdulillah dokternya tanggap🥹.,HAPPINESS
1816,👍🏻👍🏻👍🏻👍🏻,HAPPINESS
1817,cari obat dadakan 24jam halodoc solusinya,HAPPINESS
1818,"Halodoc saya pikir tadi nya membantu,cuma konsul tasi bayar dan mahal ,udah gitu saya udah bayar lama banget ah....ini apa coba mendingan langsung ke dr nya aja harga nya juga g semahal di halodoc,untung di aplikasi nya udah gitu konsultasi nya g main""harga nya padahal g di periksa cuma chat saja ,tolong halodoc jadilah aplikasi bermanfaat dan membantu masyarakat indonesia.",SADNESS
1819,"Aplicasi bohong, saya sudah pesen sudah bayar tapi barang tak kunjung dateng,",SADNESS
1820,Cepet..menyenangkan,HAPPINESS
1821,"appnya cukup bagus ya, bisa konsultasi sedetail mungkin",HAPPINESS
1822,"Dokternya baik, sabar menangani dan informatif. Serta memberi saran dan solusi yg mudah di pahami",HAPPINESS
1823,kemudahan konsultasi dan dapat resep obat,HAPPINESS
1824,Manfaat sekali pakai halodoc ini. Solusi untuk yg rumahnya didaerah dan susah cari obat. Terimakasih halodoc,HAPPINESS
1825,This health app is very important and very good and helps me,HAPPINESS
1826,oke,HAPPINESS
1827,Mudah dan efektif,HAPPINESS
1828,solusi cepat dan tepat,HAPPINESS
1829,haloo apakah ada bug? ko lemot sekali dan banyak menu yang duplikat,SADNESS
1830,Sangat membantu dan ramah,HAPPINESS
1831,"Luar biasa, tidak ribet, akurat",HAPPINESS
1832,Baru pertama kali konsul ke dokter spKK masyaallah dokternya baik sekali mana fast respon dan ramah menghadapi saya yang bawel🙏,HAPPINESS
1833,Mantap ini aplikasi bagus dan bermanfaat dapat membantu dan menolong banyak orang insyallah berkah,HAPPINESS
1834,harus bngt ribet mau konsul,SADNESS
1835,Cepat,HAPPINESS
1836,"Puas sekali, dokter ny super ramah, brasa chat sama tmn sendiri karna leluasa konsul jg",HAPPINESS
1837,sangat baik,HAPPINESS
1838,memudahkan beli obat,HAPPINESS
1839,Dokter nya fast respon,HAPPINESS
1840,"Konsultasi ke dokter jadi lebih mudah,gak perlu lagi capek capek ke Rumah sakit dan tinggal nunggu obat nya datang ke rumah",HAPPINESS
1841,Layanan terbaik yg pernah saya install,HAPPINESS
1842,terimakasih dok...,HAPPINESS
1843,"Pesanan yang sudah dibayar tidak ada dihistori pemesanan, tidak bisa cek tracking ordernya, pembatalan juga dipersulit",SADNESS
1844,Aplikasi yang sangat berguna,HAPPINESS
1845,suka karena menggunakan product kita jg appsnya hehe,HAPPINESS
1846,Enak sih bisa konsultasi sm dokter tp menurutku lumayan mahal si,SADNESS
1847,Manrappp,HAPPINESS
1848,"Pake voucher yang di kasih untuk mitra gojek tidak bisa digunakan untuk yang ke 3 kalinya , padahal sudah ikutin instruksi . Payah",ANGER
1849,Sangat membantu. Tidak perlu ke dokter di RS/klinik bila waktu yg dimiliki sempit dan sulit buat janji konsultasi tatap muka,HAPPINESS
1850,"Ketika membuka aplikasi dan mengajukan klaim reinbersment, Layar tidak penuh sehingga text atau fitur terpotong.. Mohon di perbaiki",SADNESS
1851,"sempet konsultasi, tapi tidak ada respon sama sekali dari dokternya, dan si dokter nyuruh buat konsultasi lagi? berarti saya harus buang buang duit saya lagi buat ngomong sama dokter yang gapernah respon pasiennya ya? udah gitu alasan dokter tersebut gangguan sinyal. percuma buang buang duit kalo kayak gitu.",ANGER
1852,Membantu sekali untuk saya yang minim budget tp ingin konsul dengan spesialis tanpa ribet antri,HAPPINESS
1853,Alhamdulillah,HAPPINESS
1854,Saya pesen obat yg di resepan dari dokter pesen jam 9 jam set 11 blm dateng2 dari pihak halodoc ga apa konfirmasi apa2 dari drivernyapun sma ga bisa di hubungi ini gmna si pelayanannya gini bngt nyesel Download,SADNESS
1855,Bagusd,HAPPINESS
1856,apk nya membantu,HAPPINESS
1857,"Bad experience dengan system bayar dimuka dan booking. Terlambat masuk dalam sesi konsul, layanan sudah diakhiri. Tidak bisa ada kebijakan dan customer service tidak solutif. Terus defense dan tidak menampung keluhan",SADNESS
